ÊôÇÈñì,„ÉÅ„É£„É≥„Éç„É´A,„ÉÅ„É£„É≥„Éç„É´B,A - B,,ïΩãœ,ïWèÄïŒç∑
0.20529152,0.2744224,0.262154,0.01226845,,,
0.20545536,0.2744224,0.262154,0.01226845,,,
0.2056192,0.2744224,0.262154,0.01226845,,,
0.20578304,0.2655721,0.262154,0.00341809,,,
0.20594688,0.2744224,0.262154,0.01226845,,,
0.20611072,0.2655721,0.262154,0.00341809,,,
0.20627456,0.2744224,0.262154,0.01226845,,,
0.2064384,0.2744224,0.262154,0.01226845,,,
0.20660224,0.2744224,0.2711875,0.00323495,,,
0.20676608,0.2744224,0.262154,0.01226845,,,
0.20692992,0.2744224,0.262154,0.01226845,,,
0.20709376,0.2744224,0.262154,0.01226845,,,
0.2072576,0.2744224,0.262154,0.01226845,,,
0.20742144,0.2832728,0.262154,0.02111882,,,
0.20758528,0.2655721,0.262154,0.00341809,,,
0.20774912,0.2744224,0.2711875,0.00323495,,,
0.20791296,0.2744224,0.262154,0.01226845,,,
0.2080768,0.2744224,0.262154,0.01226845,,,
0.20824064,0.2744224,0.262154,0.01226845,,,
0.20840448,0.2744224,0.262154,0.01226845,,,
0.20856832,0.2744224,0.262154,0.01226845,,,
0.20873216,0.2744224,0.262154,0.01226845,,,
0.208896,0.2744224,0.262154,0.01226845,,,
0.20905984,0.2744224,0.262154,0.01226845,,,
0.20922368,0.2744224,0.262154,0.01226845,,,
0.20938752,0.2744224,0.262154,0.01226845,,,
0.20955136,0.2744224,0.262154,0.01226845,,,
0.2097152,0.2744224,0.262154,0.01226845,,,
0.20987904,0.2832728,0.262154,0.02111882,,,
0.21004288,0.2744224,0.262154,0.01226845,,,
0.21020672,0.2744224,0.2711875,0.00323495,,,
0.21037056,0.2744224,0.2711875,0.00323495,,,
0.2105344,0.2744224,0.262154,0.01226845,,,
0.21069824,0.2832728,0.2711875,0.01208532,,,
0.21086208,0.2744224,0.262154,0.01226845,,,
0.21102592,0.2744224,0.262154,0.01226845,,,
0.21118976,0.2655721,0.262154,0.00341809,,,
0.2113536,0.2655721,0.262154,0.00341809,,,
0.21151744,0.2744224,0.262154,0.01226845,,,
0.21168128,0.2744224,0.262154,0.01226845,,,
0.21184512,0.2744224,0.262154,0.01226845,,,
0.21200896,0.2744224,0.2711875,0.00323495,,,
0.2121728,0.2744224,0.262154,0.01226845,,,
0.21233664,0.2832728,0.2711875,0.01208532,,,
0.21250048,0.2832728,0.262154,0.02111882,,,
0.21266432,0.2744224,0.2711875,0.00323495,,,
0.21282816,0.2744224,0.2711875,0.00323495,,,
0.212992,0.2744224,0.262154,0.01226845,,,
0.21315584,0.2744224,0.262154,0.01226845,,,
0.21331968,0.2744224,0.2711875,0.00323495,,,
0.21348352,0.2744224,0.262154,0.01226845,,,
0.21364736,0.2744224,0.262154,0.01226845,,,
0.2138112,0.2744224,0.2711875,0.00323495,,,
0.21397504,0.2832728,0.2711875,0.01208532,,,
0.21413888,0.2744224,0.262154,0.01226845,,,
0.21430272,0.2655721,0.2531205,0.01245156,,,
0.21446656,0.2744224,0.2711875,0.00323495,,,
0.2146304,0.2744224,0.262154,0.01226845,,,
0.21479424,0.2744224,0.2711875,0.00323495,,,
0.21495808,0.2744224,0.262154,0.01226845,,,
0.21512192,0.2744224,0.262154,0.01226845,,,
0.21528576,0.2744224,0.2711875,0.00323495,,,
0.2154496,0.2744224,0.262154,0.01226845,,,
0.21561344,0.2744224,0.2711875,0.00323495,,,
0.21577728,0.2744224,0.2711875,0.00323495,,,
0.21594112,0.2744224,0.2711875,0.00323495,,,
0.21610496,0.2655721,0.262154,0.00341809,,,
0.2162688,0.2655721,0.262154,0.00341809,,,
0.21643264,0.2744224,0.262154,0.01226845,,,
0.21659648,0.2655721,0.262154,0.00341809,,,
0.21676032,0.2655721,0.262154,0.00341809,,,
0.21692416,0.2744224,0.2711875,0.00323495,,,
0.217088,0.2744224,0.2711875,0.00323495,,,
0.21725184,0.2744224,0.2711875,0.00323495,,,
0.21741568,0.2744224,0.262154,0.01226845,,,
0.21757952,0.2744224,0.262154,0.01226845,,,
0.21774336,0.2744224,0.262154,0.01226845,,,
0.2179072,0.2655721,0.262154,0.00341809,,,
0.21807104,0.2744224,0.262154,0.01226845,,,
0.21823488,0.2744224,0.262154,0.01226845,,,
0.21839872,0.2655721,0.262154,0.00341809,,,
0.21856256,0.2744224,0.262154,0.01226845,,,
0.2187264,0.2744224,0.262154,0.01226845,,,
0.21889024,0.2744224,0.262154,0.01226845,,,
0.21905408,0.2744224,0.2711875,0.00323495,,,
0.21921792,0.2744224,0.262154,0.01226845,,,
0.21938176,0.2744224,0.262154,0.01226845,,,
0.2195456,0.2744224,0.262154,0.01226845,,,
0.21970944,0.2744224,0.2711875,0.00323495,,,
0.21987328,0.2744224,0.262154,0.01226845,,,
0.22003712,0.2744224,0.262154,0.01226845,,,
0.22020096,0.2744224,0.262154,0.01226845,,,
0.2203648,0.2744224,0.262154,0.01226845,,,
0.22052864,0.2744224,0.262154,0.01226845,,,
0.22069248,0.2744224,0.2711875,0.00323495,,,
0.22085632,0.2744224,0.262154,0.01226845,,,
0.22102016,0.2744224,0.2711875,0.00323495,,,
0.221184,0.2744224,0.262154,0.01226845,,,
0.22134784,0.2744224,0.262154,0.01226845,,,
0.22151168,0.2655721,0.262154,0.00341809,,,
0.22167552,0.2744224,0.262154,0.01226845,,,
0.22183936,0.2744224,0.262154,0.01226845,,,
0.2220032,0.2744224,0.262154,0.01226845,,,
0.22216704,0.2744224,0.2711875,0.00323495,,,
0.22233088,0.2655721,0.262154,0.00341809,,,
0.22249472,0.2744224,0.262154,0.01226845,,,
0.22265856,0.2832728,0.2711875,0.01208532,,,
0.2228224,0.2744224,0.262154,0.01226845,,,
0.22298624,0.2744224,0.262154,0.01226845,,,
0.22315008,0.2744224,0.262154,0.01226845,,,
0.22331392,0.2744224,0.262154,0.01226845,,,
0.22347776,0.2744224,0.2711875,0.00323495,,,
0.2236416,0.2744224,0.262154,0.01226845,,,
0.22380544,0.2744224,0.262154,0.01226845,,,
0.22396928,0.2744224,0.2711875,0.00323495,,,
0.22413312,0.2744224,0.262154,0.01226845,,,
0.22429696,0.2744224,0.262154,0.01226845,,,
0.2244608,0.2744224,0.262154,0.01226845,,,
0.22462464,0.2744224,0.262154,0.01226845,,,
0.22478848,0.2744224,0.262154,0.01226845,,,
0.22495232,0.2655721,0.262154,0.00341809,,,
0.22511616,0.2832728,0.2711875,0.01208532,,,
0.22528,0.2744224,0.2711875,0.00323495,,,
0.22544384,0.2744224,0.262154,0.01226845,,,
0.22560768,0.2744224,0.262154,0.01226845,,,
0.22577152,0.2744224,0.262154,0.01226845,,,
0.22593536,0.2744224,0.262154,0.01226845,,,
0.2260992,0.2655721,0.262154,0.00341809,,,
0.22626304,0.2744224,0.262154,0.01226845,,,
0.22642688,0.2744224,0.2711875,0.00323495,,,
0.22659072,0.2744224,0.2711875,0.00323495,,,
0.22675456,0.2832728,0.2711875,0.01208532,,,
0.2269184,0.2744224,0.262154,0.01226845,,,
0.22708224,0.2655721,0.262154,0.00341809,,,
0.22724608,0.2744224,0.262154,0.01226845,,,
0.22740992,0.2744224,0.262154,0.01226845,,,
0.22757376,0.2832728,0.2711875,0.01208532,,,
0.2277376,0.2744224,0.262154,0.01226845,,,
0.22790144,0.2744224,0.262154,0.01226845,,,
0.22806528,0.2744224,0.262154,0.01226845,,,
0.22822912,0.2744224,0.262154,0.01226845,,,
0.22839296,0.2832728,0.262154,0.02111882,,,
0.2285568,0.2744224,0.262154,0.01226845,,,
0.22872064,0.2744224,0.262154,0.01226845,,,
0.22888448,0.2832728,0.2711875,0.01208532,,,
0.22904832,0.2744224,0.262154,0.01226845,,,
0.22921216,0.2744224,0.262154,0.01226845,,,
0.229376,0.2744224,0.262154,0.01226845,,,
0.22953984,0.2744224,0.2711875,0.00323495,,,
0.22970368,0.2744224,0.262154,0.01226845,,,
0.22986752,0.2744224,0.262154,0.01226845,,,
0.23003136,0.2655721,0.262154,0.00341809,,,
0.2301952,0.2744224,0.2711875,0.00323495,,,
0.23035904,0.2744224,0.262154,0.01226845,,,
0.23052288,0.2744224,0.2711875,0.00323495,,,
0.23068672,0.2744224,0.2711875,0.00323495,,,
0.23085056,0.2832728,0.262154,0.02111882,,,
0.2310144,0.2744224,0.262154,0.01226845,,,
0.23117824,0.2744224,0.262154,0.01226845,,,
0.23134208,0.2655721,0.262154,0.00341809,,,
0.23150592,0.2744224,0.262154,0.01226845,,,
0.23166976,0.2744224,0.262154,0.01226845,,,
0.2318336,0.2744224,0.262154,0.01226845,,,
0.23199744,0.2744224,0.262154,0.01226845,,,
0.23216128,0.2744224,0.262154,0.01226845,,,
0.23232512,0.2744224,0.262154,0.01226845,,,
0.23248896,0.2744224,0.262154,0.01226845,,,
0.2326528,0.2744224,0.262154,0.01226845,,,
0.23281664,0.2744224,0.262154,0.01226845,,,
0.23298048,0.2744224,0.262154,0.01226845,,,
0.23314432,0.2744224,0.262154,0.01226845,,,
0.23330816,0.2744224,0.262154,0.01226845,,,
0.233472,0.2744224,0.262154,0.01226845,,,
0.23363584,0.2744224,0.262154,0.01226845,,,
0.23379968,0.2744224,0.2711875,0.00323495,,,
0.23396352,0.2744224,0.262154,0.01226845,,,
0.23412736,0.2744224,0.262154,0.01226845,,,
0.2342912,0.2744224,0.262154,0.01226845,,,
0.23445504,0.2744224,0.262154,0.01226845,,,
0.23461888,0.2744224,0.262154,0.01226845,,,
0.23478272,0.2744224,0.262154,0.01226845,,,
0.23494656,0.2744224,0.2711875,0.00323495,,,
0.2351104,0.2744224,0.262154,0.01226845,,,
0.23527424,0.2744224,0.262154,0.01226845,,,
0.23543808,0.2655721,0.262154,0.00341809,,,
0.23560192,0.2744224,0.2711875,0.00323495,,,
0.23576576,0.2744224,0.262154,0.01226845,,,
0.2359296,0.2744224,0.262154,0.01226845,,,
0.23609344,0.2744224,0.262154,0.01226845,,,
0.23625728,0.2744224,0.262154,0.01226845,,,
0.23642112,0.2744224,0.262154,0.01226845,,,
0.23658496,0.2744224,0.262154,0.01226845,,,
0.2367488,0.2744224,0.262154,0.01226845,,,
0.23691264,0.2655721,0.262154,0.00341809,,,
0.23707648,0.2655721,0.262154,0.00341809,,,
0.23724032,0.2744224,0.262154,0.01226845,,,
0.23740416,0.2744224,0.262154,0.01226845,,,
0.237568,0.2744224,0.2711875,0.00323495,,,
0.23773184,0.2744224,0.2711875,0.00323495,,,
0.23789568,0.2744224,0.2711875,0.00323495,,,
0.23805952,0.2744224,0.262154,0.01226845,,,
0.23822336,0.2744224,0.2711875,0.00323495,,,
0.2383872,0.2832728,0.2711875,0.01208532,,,
0.23855104,0.2744224,0.262154,0.01226845,,,
0.23871488,0.2832728,0.2711875,0.01208532,,,
0.23887872,0.2832728,0.2711875,0.01208532,,,
0.23904256,0.2744224,0.262154,0.01226845,,,
0.2392064,0.2744224,0.262154,0.01226845,,,
0.23937024,0.2744224,0.262154,0.01226845,,,
0.23953408,0.2744224,0.262154,0.01226845,,,
0.23969792,0.2655721,0.262154,0.00341809,,,
0.23986176,0.2744224,0.2711875,0.00323495,,,
0.2400256,0.2744224,0.262154,0.01226845,,,
0.24018944,0.2744224,0.2711875,0.00323495,,,
0.24035328,0.2744224,0.262154,0.01226845,,,
0.24051712,0.2744224,0.262154,0.01226845,,,
0.24068096,0.2744224,0.262154,0.01226845,,,
0.2408448,0.2744224,0.2711875,0.00323495,,,
0.24100864,0.2744224,0.262154,0.01226845,,,
0.24117248,0.2744224,0.262154,0.01226845,,,
0.24133632,0.2744224,0.262154,0.01226845,,,
0.24150016,0.2744224,0.262154,0.01226845,,,
0.241664,0.2744224,0.2711875,0.00323495,,,
0.24182784,0.2744224,0.2711875,0.00323495,,,
0.24199168,0.2744224,0.262154,0.01226845,,,
0.24215552,0.2655721,0.262154,0.00341809,,,
0.24231936,0.2744224,0.2711875,0.00323495,,,
0.2424832,0.2744224,0.262154,0.01226845,,,
0.24264704,0.2744224,0.262154,0.01226845,,,
0.24281088,0.2744224,0.2711875,0.00323495,,,
0.24297472,0.2744224,0.262154,0.01226845,,,
0.24313856,0.2655721,0.262154,0.00341809,,,
0.2433024,0.2744224,0.262154,0.01226845,,,
0.24346624,0.2744224,0.2711875,0.00323495,,,
0.24363008,0.2744224,0.262154,0.01226845,,,
0.24379392,0.2744224,0.262154,0.01226845,,,
0.24395776,0.2744224,0.262154,0.01226845,,,
0.2441216,0.2744224,0.262154,0.01226845,,,
0.24428544,0.2744224,0.2711875,0.00323495,,,
0.24444928,0.2744224,0.262154,0.01226845,,,
0.24461312,0.2744224,0.262154,0.01226845,,,
0.24477696,0.2744224,0.262154,0.01226845,,,
0.2449408,0.2744224,0.2711875,0.00323495,,,
0.24510464,0.2832728,0.262154,0.02111882,,,
0.24526848,0.2655721,0.262154,0.00341809,,,
0.24543232,0.2655721,0.262154,0.00341809,,,
0.24559616,0.2744224,0.262154,0.01226845,,,
0.24576,0.2744224,0.262154,0.01226845,,,
0.24592384,0.2744224,0.2711875,0.00323495,,,
0.24608768,0.2744224,0.262154,0.01226845,,,
0.24625152,0.2744224,0.262154,0.01226845,,,
0.24641536,0.2744224,0.262154,0.01226845,,,
0.2465792,0.2655721,0.262154,0.00341809,,,
0.24674304,0.2655721,0.262154,0.00341809,,,
0.24690688,0.2744224,0.2711875,0.00323495,,,
0.24707072,0.2744224,0.262154,0.01226845,,,
0.24723456,0.2744224,0.262154,0.01226845,,,
0.2473984,0.2832728,0.2711875,0.01208532,,,
0.24756224,0.2744224,0.2711875,0.00323495,,,
0.24772608,0.2655721,0.262154,0.00341809,,,
0.24788992,0.2744224,0.262154,0.01226845,,,
0.24805376,0.2655721,0.262154,0.00341809,,,
0.2482176,0.2655721,0.262154,0.00341809,,,
0.24838144,0.2744224,0.262154,0.01226845,,,
0.24854528,0.2744224,0.262154,0.01226845,,,
0.24870912,0.2744224,0.262154,0.01226845,,,
0.24887296,0.2744224,0.262154,0.01226845,,,
0.2490368,0.2744224,0.262154,0.01226845,,,
0.24920064,0.2744224,0.262154,0.01226845,,,
0.24936448,0.2744224,0.262154,0.01226845,,,
0.24952832,0.2744224,0.262154,0.01226845,,,
0.24969216,0.2744224,0.262154,0.01226845,,,
0.249856,0.2744224,0.262154,0.01226845,,,
0.25001984,0.2744224,0.262154,0.01226845,,,
0.25018368,0.2744224,0.262154,0.01226845,,,
0.25034752,0.2744224,0.262154,0.01226845,,,
0.25051136,0.2655721,0.262154,0.00341809,,,
0.2506752,0.2744224,0.262154,0.01226845,,,
0.25083904,0.2744224,0.2711875,0.00323495,,,
0.25100288,0.2744224,0.262154,0.01226845,,,
0.25116672,0.2744224,0.2711875,0.00323495,,,
0.25133056,0.2744224,0.262154,0.01226845,,,
0.2514944,0.2744224,0.262154,0.01226845,,,
0.25165824,0.2744224,0.2711875,0.00323495,,,
0.25182208,0.2744224,0.262154,0.01226845,,,
0.25198592,0.2744224,0.262154,0.01226845,,,
0.25214976,0.2744224,0.262154,0.01226845,,,
0.2523136,0.2744224,0.262154,0.01226845,,,
0.25247744,0.2744224,0.262154,0.01226845,,,
0.25264128,0.2744224,0.262154,0.01226845,,,
0.25280512,0.2744224,0.262154,0.01226845,,,
0.25296896,0.2655721,0.262154,0.00341809,,,
0.2531328,0.2744224,0.262154,0.01226845,,,
0.25329664,0.2744224,0.2711875,0.00323495,,,
0.25346048,0.2744224,0.262154,0.01226845,,,
0.25362432,0.2832728,0.2711875,0.01208532,,,
0.25378816,0.2744224,0.262154,0.01226845,,,
0.253952,0.2744224,0.262154,0.01226845,,,
0.25411584,0.2744224,0.262154,0.01226845,,,
0.25427968,0.2744224,0.262154,0.01226845,,,
0.25444352,0.2744224,0.2711875,0.00323495,,,
0.25460736,0.2744224,0.262154,0.01226845,,,
0.2547712,0.2744224,0.2711875,0.00323495,,,
0.25493504,0.2744224,0.262154,0.01226845,,,
0.25509888,0.2832728,0.2711875,0.01208532,,,
0.25526272,0.2744224,0.2711875,0.00323495,,,
0.25542656,0.2744224,0.2711875,0.00323495,,,
0.2555904,0.2744224,0.262154,0.01226845,,,
0.25575424,0.2744224,0.2711875,0.00323495,,,
0.25591808,0.2655721,0.262154,0.00341809,,,
0.25608192,0.2744224,0.262154,0.01226845,,,
0.25624576,0.2744224,0.262154,0.01226845,,,
0.2564096,0.2744224,0.2711875,0.00323495,,,
0.25657344,0.2744224,0.262154,0.01226845,,,
0.25673728,0.2744224,0.262154,0.01226845,,,
0.25690112,0.2744224,0.262154,0.01226845,,,
0.25706496,0.2744224,0.262154,0.01226845,,,
0.2572288,0.2744224,0.262154,0.01226845,,,
0.25739264,0.2744224,0.262154,0.01226845,,,
0.25755648,0.2744224,0.262154,0.01226845,,,
0.25772032,0.2744224,0.262154,0.01226845,,,
0.25788416,0.2744224,0.2711875,0.00323495,,,
0.258048,0.2744224,0.262154,0.01226845,,,
0.25821184,0.2744224,0.2711875,0.00323495,,,
0.25837568,0.2744224,0.262154,0.01226845,,,
0.25853952,0.2744224,0.262154,0.01226845,,,
0.25870336,0.2744224,0.262154,0.01226845,,,
0.2588672,0.2744224,0.262154,0.01226845,,,
0.25903104,0.2744224,0.262154,0.01226845,,,
0.25919488,0.2744224,0.262154,0.01226845,,,
0.25935872,0.2744224,0.262154,0.01226845,,,
0.25952256,0.2744224,0.262154,0.01226845,,,
0.2596864,0.2744224,0.262154,0.01226845,,,
0.25985024,0.2744224,0.262154,0.01226845,,,
0.26001408,0.2744224,0.262154,0.01226845,,,
0.26017792,0.2744224,0.262154,0.01226845,,,
0.26034176,0.2744224,0.262154,0.01226845,,,
0.2605056,0.2744224,0.262154,0.01226845,,,
0.26066944,0.2744224,0.262154,0.01226845,,,
0.26083328,0.2655721,0.262154,0.00341809,,,
0.26099712,0.2744224,0.262154,0.01226845,,,
0.26116096,0.2744224,0.262154,0.01226845,,,
0.2613248,0.2744224,0.262154,0.01226845,,,
0.26148864,0.2832728,0.2711875,0.01208532,,,
0.26165248,0.2744224,0.262154,0.01226845,,,
0.26181632,0.2655721,0.262154,0.00341809,,,
0.26198016,0.2655721,0.262154,0.00341809,,,
0.262144,0.2744224,0.262154,0.01226845,,,
0.26230784,0.2744224,0.262154,0.01226845,,,
0.26247168,0.2744224,0.262154,0.01226845,,,
0.26263552,0.2655721,0.262154,0.00341809,,,
0.26279936,0.2744224,0.262154,0.01226845,,,
0.2629632,0.2655721,0.262154,0.00341809,,,
0.26312704,0.2744224,0.262154,0.01226845,,,
0.26329088,0.2744224,0.2711875,0.00323495,,,
0.26345472,0.2744224,0.262154,0.01226845,,,
0.26361856,0.2655721,0.262154,0.00341809,,,
0.2637824,0.2655721,0.262154,0.00341809,,,
0.26394624,0.2744224,0.262154,0.01226845,,,
0.26411008,0.2744224,0.262154,0.01226845,,,
0.26427392,0.2744224,0.262154,0.01226845,,,
0.26443776,0.2744224,0.262154,0.01226845,,,
0.2646016,0.2655721,0.262154,0.00341809,,,
0.26476544,0.2655721,0.262154,0.00341809,,,
0.26492928,0.2655721,0.262154,0.00341809,,,
0.26509312,0.2744224,0.262154,0.01226845,,,
0.26525696,0.2744224,0.262154,0.01226845,,,
0.2654208,0.2744224,0.262154,0.01226845,,,
0.26558464,0.2744224,0.262154,0.01226845,,,
0.26574848,0.2744224,0.262154,0.01226845,,,
0.26591232,0.2744224,0.262154,0.01226845,,,
0.26607616,0.2744224,0.262154,0.01226845,,,
0.26624,0.2744224,0.262154,0.01226845,,,
0.26640384,0.2744224,0.262154,0.01226845,,,
0.26656768,0.2744224,0.262154,0.01226845,,,
0.26673152,0.2655721,0.262154,0.00341809,,,
0.26689536,0.2744224,0.262154,0.01226845,,,
0.2670592,0.2744224,0.262154,0.01226845,,,
0.26722304,0.2744224,0.262154,0.01226845,,,
0.26738688,0.2744224,0.262154,0.01226845,,,
0.26755072,0.2744224,0.2711875,0.00323495,,,
0.26771456,0.2655721,0.262154,0.00341809,,,
0.2678784,0.2744224,0.262154,0.01226845,,,
0.26804224,0.2744224,0.262154,0.01226845,,,
0.26820608,0.2744224,0.2711875,0.00323495,,,
0.26836992,0.2744224,0.262154,0.01226845,,,
0.26853376,0.2744224,0.262154,0.01226845,,,
0.2686976,0.2744224,0.262154,0.01226845,,,
0.26886144,0.2744224,0.2711875,0.00323495,,,
0.26902528,0.2744224,0.262154,0.01226845,,,
0.26918912,0.2744224,0.2711875,0.00323495,,,
0.26935296,0.2744224,0.262154,0.01226845,,,
0.2695168,0.2655721,0.262154,0.00341809,,,
0.26968064,0.2744224,0.262154,0.01226845,,,
0.26984448,0.2744224,0.262154,0.01226845,,,
0.27000832,0.2744224,0.262154,0.01226845,,,
0.27017216,0.2744224,0.262154,0.01226845,,,
0.270336,0.2744224,0.262154,0.01226845,,,
0.27049984,0.2744224,0.262154,0.01226845,,,
0.27066368,0.2744224,0.262154,0.01226845,,,
0.27082752,0.2744224,0.262154,0.01226845,,,
0.27099136,0.2744224,0.262154,0.01226845,,,
0.2711552,0.2744224,0.262154,0.01226845,,,
0.27131904,0.2655721,0.262154,0.00341809,,,
0.27148288,0.2744224,0.262154,0.01226845,,,
0.27164672,0.2744224,0.262154,0.01226845,,,
0.27181056,0.2744224,0.262154,0.01226845,,,
0.2719744,0.2744224,0.262154,0.01226845,,,
0.27213824,0.2744224,0.262154,0.01226845,,,
0.27230208,0.2744224,0.2711875,0.00323495,,,
0.27246592,0.2655721,0.262154,0.00341809,,,
0.27262976,0.2655721,0.262154,0.00341809,,,
0.2727936,0.2655721,0.262154,0.00341809,,,
0.27295744,0.2744224,0.262154,0.01226845,,,
0.27312128,0.2744224,0.2711875,0.00323495,,,
0.27328512,0.2744224,0.262154,0.01226845,,,
0.27344896,0.2744224,0.262154,0.01226845,,,
0.2736128,0.2744224,0.2711875,0.00323495,,,
0.27377664,0.2744224,0.262154,0.01226845,,,
0.27394048,0.2655721,0.262154,0.00341809,,,
0.27410432,0.2744224,0.2711875,0.00323495,,,
0.27426816,0.2744224,0.262154,0.01226845,,,
0.274432,0.2744224,0.262154,0.01226845,,,
0.27459584,0.2744224,0.262154,0.01226845,,,
0.27475968,0.2744224,0.262154,0.01226845,,,
0.27492352,0.2744224,0.262154,0.01226845,,,
0.27508736,0.2655721,0.262154,0.00341809,,,
0.2752512,0.2744224,0.262154,0.01226845,,,
0.27541504,0.2744224,0.262154,0.01226845,,,
0.27557888,0.2744224,0.2711875,0.00323495,,,
0.27574272,0.2744224,0.262154,0.01226845,,,
0.27590656,0.2744224,0.262154,0.01226845,,,
0.2760704,0.2744224,0.262154,0.01226845,,,
0.27623424,0.2744224,0.2711875,0.00323495,,,
0.27639808,0.2744224,0.262154,0.01226845,,,
0.27656192,0.2744224,0.262154,0.01226845,,,
0.27672576,0.2744224,0.262154,0.01226845,,,
0.2768896,0.2744224,0.262154,0.01226845,,,
0.27705344,0.2744224,0.262154,0.01226845,,,
0.27721728,0.2832728,0.2711875,0.01208532,,,
0.27738112,0.2744224,0.2711875,0.00323495,,,
0.27754496,0.2744224,0.262154,0.01226845,,,
0.2777088,0.2655721,0.262154,0.00341809,,,
0.27787264,0.2744224,0.2711875,0.00323495,,,
0.27803648,0.2744224,0.262154,0.01226845,,,
0.27820032,0.2744224,0.262154,0.01226845,,,
0.27836416,0.2744224,0.262154,0.01226845,,,
0.278528,0.2744224,0.262154,0.01226845,,,
0.27869184,0.2744224,0.262154,0.01226845,,,
0.27885568,0.2832728,0.2711875,0.01208532,,,
0.27901952,0.2744224,0.262154,0.01226845,,,
0.27918336,0.2744224,0.262154,0.01226845,,,
0.2793472,0.2744224,0.2711875,0.00323495,,,
0.27951104,0.2744224,0.262154,0.01226845,,,
0.27967488,0.2744224,0.2711875,0.00323495,,,
0.27983872,0.2655721,0.262154,0.00341809,,,
0.28000256,0.2744224,0.262154,0.01226845,,,
0.2801664,0.2744224,0.262154,0.01226845,,,
0.28033024,0.2655721,0.262154,0.00341809,,,
0.28049408,0.2655721,0.262154,0.00341809,,,
0.28065792,0.2655721,0.262154,0.00341809,,,
0.28082176,0.2655721,0.262154,0.00341809,,,
0.2809856,0.2744224,0.262154,0.01226845,,,
0.28114944,0.2744224,0.262154,0.01226845,,,
0.28131328,0.2744224,0.262154,0.01226845,,,
0.28147712,0.2744224,0.262154,0.01226845,,,
0.28164096,0.2744224,0.262154,0.01226845,,,
0.2818048,0.2655721,0.262154,0.00341809,,,
0.28196864,0.2744224,0.262154,0.01226845,,,
0.28213248,0.2744224,0.262154,0.01226845,,,
0.28229632,0.2744224,0.262154,0.01226845,,,
0.28246016,0.2744224,0.262154,0.01226845,,,
0.282624,0.2744224,0.262154,0.01226845,,,
0.28278784,0.2655721,0.262154,0.00341809,,,
0.28295168,0.2744224,0.262154,0.01226845,,,
0.28311552,0.2744224,0.262154,0.01226845,,,
0.28327936,0.2744224,0.262154,0.01226845,,,
0.2834432,0.2744224,0.262154,0.01226845,,,
0.28360704,0.2744224,0.262154,0.01226845,,,
0.28377088,0.2744224,0.262154,0.01226845,,,
0.28393472,0.2744224,0.262154,0.01226845,,,
0.28409856,0.2744224,0.262154,0.01226845,,,
0.2842624,0.2744224,0.2711875,0.00323495,,,
0.28442624,0.2744224,0.262154,0.01226845,,,
0.28459008,0.2744224,0.262154,0.01226845,,,
0.28475392,0.2744224,0.262154,0.01226845,,,
0.28491776,0.2744224,0.262154,0.01226845,,,
0.2850816,0.2744224,0.2711875,0.00323495,,,
0.28524544,0.2655721,0.262154,0.00341809,,,
0.28540928,0.2744224,0.2711875,0.00323495,,,
0.28557312,0.2744224,0.262154,0.01226845,,,
0.28573696,0.2744224,0.262154,0.01226845,,,
0.2859008,0.2744224,0.262154,0.01226845,,,
0.28606464,0.2744224,0.2711875,0.00323495,,,
0.28622848,0.2744224,0.262154,0.01226845,,,
0.28639232,0.2744224,0.2711875,0.00323495,,,
0.28655616,0.2744224,0.262154,0.01226845,,,
0.28672,0.2744224,0.262154,0.01226845,,,
0.28688384,0.2655721,0.262154,0.00341809,,,
0.28704768,0.2744224,0.262154,0.01226845,,,
0.28721152,0.2744224,0.262154,0.01226845,,,
0.28737536,0.2744224,0.2711875,0.00323495,,,
0.2875392,0.2744224,0.262154,0.01226845,,,
0.28770304,0.2744224,0.262154,0.01226845,,,
0.28786688,0.2655721,0.262154,0.00341809,,,
0.28803072,0.2744224,0.262154,0.01226845,,,
0.28819456,0.2744224,0.262154,0.01226845,,,
0.2883584,0.2655721,0.262154,0.00341809,,,
0.28852224,0.2655721,0.262154,0.00341809,,,
0.28868608,0.2744224,0.262154,0.01226845,,,
0.28884992,0.2744224,0.262154,0.01226845,,,
0.28901376,0.2744224,0.262154,0.01226845,,,
0.2891776,0.2744224,0.2711875,0.00323495,,,
0.28934144,0.2655721,0.262154,0.00341809,,,
0.28950528,0.2655721,0.262154,0.00341809,,,
0.28966912,0.2744224,0.262154,0.01226845,,,
0.28983296,0.2744224,0.262154,0.01226845,,,
0.2899968,0.2744224,0.262154,0.01226845,,,
0.29016064,0.2744224,0.262154,0.01226845,,,
0.29032448,0.2655721,0.262154,0.00341809,,,
0.29048832,0.2744224,0.2711875,0.00323495,,,
0.29065216,0.2655721,0.262154,0.00341809,,,
0.290816,0.2744224,0.262154,0.01226845,,,
0.29097984,0.2744224,0.262154,0.01226845,,,
0.29114368,0.2744224,0.262154,0.01226845,,,
0.29130752,0.2744224,0.262154,0.01226845,,,
0.29147136,0.2744224,0.262154,0.01226845,,,
0.2916352,0.2655721,0.262154,0.00341809,,,
0.29179904,0.2744224,0.262154,0.01226845,,,
0.29196288,0.2655721,0.262154,0.00341809,,,
0.29212672,0.2744224,0.262154,0.01226845,,,
0.29229056,0.2744224,0.262154,0.01226845,,,
